Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;15;13;8;12;12;17;10;6;13;11;13;13;143;2023;Piracicaba;Cosmópolis
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;1;0;0;1;1;1;0;0;4;2023;Piracicaba;Cosmópolis
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Cosmópolis
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Cosmópolis
TOTAL DE ESTUPRO (4);0;4;1;0;4;4;2;6;2;0;2;1;26;2023;Piracicaba;Cosmópolis
ESTUPRO;0;1;0;0;0;1;0;4;1;0;1;0;8;2023;Piracicaba;Cosmópolis
ESTUPRO DE VULNERÁVEL;0;3;1;0;4;3;2;2;1;0;1;1;18;2023;Piracicaba;Cosmópolis
TOTAL DE ROUBO - OUTROS (1);8;12;7;11;7;10;6;6;6;8;8;7;96;2023;Piracicaba;Cosmópolis
ROUBO - OUTROS;8;10;6;10;7;10;6;6;5;8;6;6;88;2023;Piracicaba;Cosmópolis
ROUBO DE VEÍCULO;0;2;4;3;4;2;4;2;2;1;2;3;29;2023;Piracicaba;Cosmópolis
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Cosmópolis
ROUBO DE CARGA;0;2;1;1;0;0;0;0;1;0;2;1;8;2023;Piracicaba;Cosmópolis
FURTO - OUTROS;36;40;38;25;32;25;22;45;38;23;23;20;367;2023;Piracicaba;Cosmópolis
FURTO DE VEÍCULO;8;11;7;9;11;6;10;13;11;6;9;9;110;2023;Piracicaba;Cosmópolis
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
LESÃO CORPORAL DOLOSA;1;3;4;4;4;2;1;3;3;4;6;4;39;2023;Piracicaba;Divinolândia
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;3;3;1;0;1;4;1;3;1;2;0;1;20;2023;Piracicaba;Divinolândia
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;1;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Divinolândia
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
TOTAL DE ESTUPRO (4);0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Divinolândia
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
ESTUPRO DE VULNERÁVEL;0;1;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Divinolândia
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Divinolândia
FURTO - OUTROS;9;7;10;6;11;14;16;6;5;5;4;10;103;2023;Piracicaba;Divinolândia
FURTO DE VEÍCULO;3;0;0;0;0;1;0;0;0;1;0;5;10;2023;Piracicaba;Divinolândia
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Piracicaba;Elias Fausto
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;2;0;2;2023;Piracicaba;Elias Fausto
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;1;0;0;0;0;0;0;2;2023;Piracicaba;Elias Fausto
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
LESÃO CORPORAL DOLOSA;9;8;3;4;1;6;6;4;5;6;5;5;62;2023;Piracicaba;Elias Fausto
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;2;4;4;2;3;4;5;3;6;2;3;7;45;2023;Piracicaba;Elias Fausto
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
TOTAL DE ESTUPRO (4);0;0;2;0;0;0;1;1;0;0;0;1;5;2023;Piracicaba;Elias Fausto
ESTUPRO;0;0;0;0;0;0;1;0;0;0;0;0;1;2023;Piracicaba;Elias Fausto
ESTUPRO DE VULNERÁVEL;0;0;2;0;0;0;0;1;0;0;0;1;4;2023;Piracicaba;Elias Fausto
TOTAL DE ROUBO - OUTROS (1);0;0;3;1;2;0;1;0;3;0;2;0;12;2023;Piracicaba;Elias Fausto
ROUBO - OUTROS;0;0;3;1;2;0;1;0;3;0;2;0;12;2023;Piracicaba;Elias Fausto
ROUBO DE VEÍCULO;0;0;1;0;0;0;0;3;3;0;0;0;7;2023;Piracicaba;Elias Fausto
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Elias Fausto
FURTO - OUTROS;8;4;8;2;3;8;5;7;5;3;3;4;60;2023;Piracicaba;Elias Fausto
FURTO DE VEÍCULO;1;0;0;1;0;0;0;0;0;0;0;1;3;2023;Piracicaba;Elias Fausto
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;2;0;0;0;0;1;0;1;0;0;4;2023;Piracicaba;Engenheiro Coelho
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
TENTATIVA DE HOMICÍDIO;2;0;0;0;0;0;0;0;1;0;0;0;3;2023;Piracicaba;Engenheiro Coelho
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
LESÃO CORPORAL DOLOSA;2;2;9;8;4;0;3;2;3;3;5;3;44;2023;Piracicaba;Engenheiro Coelho
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;2;1;3;3;0;1;3;1;7;0;0;21;2023;Piracicaba;Engenheiro Coelho
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
TOTAL DE ESTUPRO (4);2;0;0;0;1;1;0;2;0;1;1;0;8;2023;Piracicaba;Engenheiro Coelho
ESTUPRO;1;0;0;0;0;0;0;1;0;1;0;0;3;2023;Piracicaba;Engenheiro Coelho
ESTUPRO DE VULNERÁVEL;1;0;0;0;1;1;0;1;0;0;1;0;5;2023;Piracicaba;Engenheiro Coelho
TOTAL DE ROUBO - OUTROS (1);1;0;3;0;1;0;0;5;3;1;0;0;14;2023;Piracicaba;Engenheiro Coelho
ROUBO - OUTROS;1;0;3;0;1;0;0;5;3;1;0;0;14;2023;Piracicaba;Engenheiro Coelho
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;2;0;0;2;2023;Piracicaba;Engenheiro Coelho
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Engenheiro Coelho
FURTO - OUTROS;6;12;7;11;10;1;7;7;7;13;13;17;111;2023;Piracicaba;Engenheiro Coelho
FURTO DE VEÍCULO;2;1;0;3;0;3;1;1;1;0;1;1;14;2023;Piracicaba;Engenheiro Coelho
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;1;0;0;0;0;0;1;0;0;3;1;0;6;2023;Piracicaba;Espírito Santo do Pinhal
HOMICÍDIO CULPOSO OUTROS;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Espírito Santo do Pinhal
TENTATIVA DE HOMICÍDIO;1;0;0;0;0;1;1;0;0;1;0;1;5;2023;Piracicaba;Espírito Santo do Pinhal
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
LESÃO CORPORAL DOLOSA;8;13;17;13;6;15;8;17;13;21;14;10;155;2023;Piracicaba;Espírito Santo do Pinhal
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;4;8;12;3;13;7;10;11;8;9;11;2;98;2023;Piracicaba;Espírito Santo do Pinhal
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
LATROCÍNIO;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Espírito Santo do Pinhal
Nº DE VÍTIMAS EM LATROCÍNIO;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Espírito Santo do Pinhal
TOTAL DE ESTUPRO (4);0;3;1;3;0;1;1;0;0;3;2;4;18;2023;Piracicaba;Espírito Santo do Pinhal
ESTUPRO;0;0;0;1;0;0;0;0;0;0;2;1;4;2023;Piracicaba;Espírito Santo do Pinhal
ESTUPRO DE VULNERÁVEL;0;3;1;2;0;1;1;0;0;3;0;3;14;2023;Piracicaba;Espírito Santo do Pinhal
TOTAL DE ROUBO - OUTROS (1);3;1;1;0;2;3;1;3;0;4;2;0;20;2023;Piracicaba;Espírito Santo do Pinhal
ROUBO - OUTROS;3;1;1;0;2;2;1;3;0;4;2;0;19;2023;Piracicaba;Espírito Santo do Pinhal
ROUBO DE VEÍCULO;1;0;0;1;2;1;0;0;0;0;0;0;5;2023;Piracicaba;Espírito Santo do Pinhal
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Espírito Santo do Pinhal
ROUBO DE CARGA;0;0;0;0;0;1;0;0;0;0;0;0;1;2023;Piracicaba;Espírito Santo do Pinhal
FURTO - OUTROS;16;24;17;15;24;13;18;34;19;17;24;12;233;2023;Piracicaba;Espírito Santo do Pinhal
FURTO DE VEÍCULO;2;1;3;0;1;2;1;1;1;1;0;1;14;2023;Piracicaba;Espírito Santo do Pinhal
HOMICÍDIO DOLOSO (2);2;1;1;3;3;0;3;3;0;3;2;3;24;2023;Piracicaba;Hortolândia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);2;1;1;3;3;0;3;3;0;4;2;4;26;2023;Piracicaba;Hortolândia
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Hortolândia
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Hortolândia
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;1;2;0;1;2;1;1;1;2;0;2;13;2023;Piracicaba;Hortolândia
HOMICÍDIO CULPOSO OUTROS;1;0;0;0;0;0;0;0;1;0;0;0;2;2023;Piracicaba;Hortolândia
TENTATIVA DE HOMICÍDIO;1;1;2;0;2;0;0;2;2;4;2;4;20;2023;Piracicaba;Hortolândia
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Hortolândia
LESÃO CORPORAL DOLOSA;61;54;64;44;60;43;60;39;60;50;52;47;634;2023;Piracicaba;Hortolândia
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;24;23;33;35;34;36;20;26;30;36;38;31;366;2023;Piracicaba;Hortolândia
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;1;0;0;1;0;0;3;1;6;2023;Piracicaba;Hortolândia
LATROCÍNIO;0;0;0;0;0;1;0;0;1;1;0;0;3;2023;Piracicaba;Hortolândia
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;1;0;0;1;1;0;0;3;2023;Piracicaba;Hortolândia
TOTAL DE ESTUPRO (4);9;12;5;6;9;5;8;9;6;6;8;7;90;2023;Piracicaba;Hortolândia
ESTUPRO;1;3;2;1;0;1;1;1;2;2;1;0;15;2023;Piracicaba;Hortolândia
ESTUPRO DE VULNERÁVEL;8;9;3;5;9;4;7;8;4;4;7;7;75;2023;Piracicaba;Hortolândia
TOTAL DE ROUBO - OUTROS (1);69;59;58;48;67;65;75;96;95;103;107;101;943;2023;Piracicaba;Hortolândia
ROUBO - OUTROS;68;59;58;48;67;65;75;95;95;103;106;101;940;2023;Piracicaba;Hortolândia
ROUBO DE VEÍCULO;54;50;34;28;41;36;16;34;24;29;26;28;400;2023;Piracicaba;Hortolândia
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Hortolândia
ROUBO DE CARGA;1;0;0;0;0;0;0;1;0;0;1;0;3;2023;Piracicaba;Hortolândia
FURTO - OUTROS;133;124;156;116;188;155;136;135;142;135;144;144;1.708;2023;Piracicaba;Hortolândia
FURTO DE VEÍCULO;38;46;44;60;53;48;40;45;37;36;28;45;520;2023;Piracicaba;Hortolândia
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Piracicaba;Ipeúna
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Piracicaba;Ipeúna
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
TENTATIVA DE HOMICÍDIO;0;0;1;0;0;0;0;0;0;0;0;1;2;2023;Piracicaba;Ipeúna
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
LESÃO CORPORAL DOLOSA;4;0;3;1;2;1;2;3;1;8;4;5;34;2023;Piracicaba;Ipeúna
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;3;1;1;1;3;2;1;1;1;0;0;14;2023;Piracicaba;Ipeúna
LESÃO CORPORAL CULPOSA - OUTRAS;0;1;0;0;0;0;1;1;0;1;0;0;4;2023;Piracicaba;Ipeúna
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;1;0;1;0;0;2;2023;Piracicaba;Ipeúna
ESTUPRO;0;0;0;0;0;0;0;1;0;1;0;0;2;2023;Piracicaba;Ipeúna
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
TOTAL DE ROUBO - OUTROS (1);0;1;0;0;0;0;0;0;1;0;0;0;2;2023;Piracicaba;Ipeúna
ROUBO - OUTROS;0;1;0;0;0;0;0;0;1;0;0;0;2;2023;Piracicaba;Ipeúna
ROUBO DE VEÍCULO;0;0;0;0;1;0;0;1;0;0;1;0;3;2023;Piracicaba;Ipeúna
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Ipeúna
FURTO - OUTROS;3;2;10;2;7;6;4;4;6;5;4;2;55;2023;Piracicaba;Ipeúna
FURTO DE VEÍCULO;0;1;1;1;0;0;0;0;0;1;1;0;5;2023;Piracicaba;Ipeúna
HOMICÍDIO DOLOSO (2);0;0;0;0;0;1;0;0;0;0;1;0;2;2023;Piracicaba;Iracemápolis
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;1;0;0;0;0;1;0;2;2023;Piracicaba;Iracemápolis
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;1;0;0;0;0;0;0;1;2023;Piracicaba;Iracemápolis
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;1;0;0;0;0;0;0;1;2023;Piracicaba;Iracemápolis
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
LESÃO CORPORAL DOLOSA;4;7;4;5;5;3;2;3;8;6;8;5;60;2023;Piracicaba;Iracemápolis
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;2;0;2;2;4;1;0;6;2;3;0;5;27;2023;Piracicaba;Iracemápolis
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;1;0;0;1;2023;Piracicaba;Iracemápolis
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
TOTAL DE ESTUPRO (4);1;0;1;0;1;0;1;0;0;1;0;0;5;2023;Piracicaba;Iracemápolis
ESTUPRO;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Iracemápolis
ESTUPRO DE VULNERÁVEL;0;0;1;0;1;0;1;0;0;1;0;0;4;2023;Piracicaba;Iracemápolis
TOTAL DE ROUBO - OUTROS (1);1;2;3;1;0;2;1;0;1;1;2;1;15;2023;Piracicaba;Iracemápolis
ROUBO - OUTROS;0;2;3;1;0;1;1;0;1;0;2;1;12;2023;Piracicaba;Iracemápolis
ROUBO DE VEÍCULO;0;0;2;1;1;1;0;1;0;0;1;1;8;2023;Piracicaba;Iracemápolis
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Iracemápolis
ROUBO DE CARGA;1;0;0;0;0;1;0;0;0;1;0;0;3;2023;Piracicaba;Iracemápolis
FURTO - OUTROS;7;9;12;15;18;8;8;8;8;12;10;6;121;2023;Piracicaba;Iracemápolis
FURTO DE VEÍCULO;1;0;2;4;1;1;0;1;2;2;5;2;21;2023;Piracicaba;Iracemápolis
HOMICÍDIO DOLOSO (2);1;0;0;0;0;0;1;0;1;1;0;0;4;2023;Piracicaba;Itirapina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1;0;0;0;0;0;1;0;1;1;0;0;4;2023;Piracicaba;Itirapina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;1;0;1;0;0;0;0;1;3;2023;Piracicaba;Itirapina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
TENTATIVA DE HOMICÍDIO;0;0;0;0;1;1;1;0;0;0;0;0;3;2023;Piracicaba;Itirapina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
LESÃO CORPORAL DOLOSA;11;8;8;13;8;7;8;6;5;12;9;4;99;2023;Piracicaba;Itirapina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;4;2;4;7;3;3;6;3;2;2;5;5;46;2023;Piracicaba;Itirapina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;1;0;1;0;2;2023;Piracicaba;Itirapina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
TOTAL DE ESTUPRO (4);0;0;0;1;1;1;1;0;1;0;5;0;10;2023;Piracicaba;Itirapina
ESTUPRO;0;0;0;1;1;1;1;0;0;0;2;0;6;2023;Piracicaba;Itirapina
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;1;0;3;0;4;2023;Piracicaba;Itirapina
TOTAL DE ROUBO - OUTROS (1);1;1;0;3;0;0;1;1;0;0;0;1;8;2023;Piracicaba;Itirapina
ROUBO - OUTROS;1;1;0;1;0;0;1;1;0;0;0;1;6;2023;Piracicaba;Itirapina
ROUBO DE VEÍCULO;0;0;1;1;0;0;0;0;0;1;0;0;3;2023;Piracicaba;Itirapina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itirapina
ROUBO DE CARGA;0;0;0;2;0;0;0;0;0;0;0;0;2;2023;Piracicaba;Itirapina
FURTO - OUTROS;7;17;9;12;18;12;3;21;6;11;16;13;145;2023;Piracicaba;Itirapina
FURTO DE VEÍCULO;0;1;1;1;1;3;1;0;0;0;0;0;8;2023;Piracicaba;Itirapina
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Piracicaba;Itobi
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Piracicaba;Itobi
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Piracicaba;Itobi
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
TENTATIVA DE HOMICÍDIO;0;0;1;1;0;0;1;0;0;0;0;0;3;2023;Piracicaba;Itobi
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
LESÃO CORPORAL DOLOSA;1;1;5;5;5;2;4;3;1;6;5;5;43;2023;Piracicaba;Itobi
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;1;0;0;0;0;1;0;1;0;0;0;3;2023;Piracicaba;Itobi
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Piracicaba;Itobi
TOTAL DE ESTUPRO (4);1;0;0;0;1;0;2;1;0;1;1;0;7;2023;Piracicaba;Itobi
